I1_RMS,I1_Variance,I1_PeakToPeak,I1_CrestFactor,I1_Skewness,I1_Kurtosis,I1_LineIntegral,I1_FFTPeak,I1_FFTEnergy,I2_RMS,I2_Variance,I2_PeakToPeak,I2_CrestFactor,I2_Skewness,I2_Kurtosis,I2_LineIntegral,I2_FFTPeak,I2_FFTEnergy
1.76690695619232,3.12196019184082,6.00135528167845,1.73631737061565,-0.0115722184228971,-1.49402317735402,19083.9784917216,158344.167786853,299635.031792763,1.76580546175629,3.11806892876834,5.87737456886976,1.73247777619446,0.0057799973738851,-1.49640159236319,21142.4605728807,158310.440862571,299517.146300098
1.77388284194157,3.1466603369347,6.00686553558105,1.71547461004047,0.0125651130084846,-1.49383944881483,19334.9560925689,160661.255615937,303749.612161814,1.77081370782881,3.13578118783443,5.7754348716715,1.66501394946074,0.0115496792395912,-1.49585880894297,21161.5170972211,160383.798583428,302726.595794162
1.77327204988643,3.14449376290841,6.01995238859975,1.72322776836976,0.0071500699543651,-1.49673574001737,19274.9287641173,158778.519301419,302009.704239411,1.76928714007993,3.1303769840522,6.09502959802279,1.73642797389247,0.0130961422329305,-1.49407038274822,20878.7542855184,158388.08080518,300445.353735939
1.76857506520915,3.12785776127954,5.97793670259236,1.69153324768735,-0.0058900312579916,-1.49831038068332,18817.7416202545,160673.012597333,301717.095839763,1.77159615986995,3.13855295366595,5.80918517682497,1.66631826379087,0.0196954753442597,-1.48873685517539,21234.8317141771,160959.135204988,302905.000579392
1.77048415957189,3.13461415929496,5.98895721039758,1.69714684406551,0.0123433495724643,-1.49494812959326,19022.960695131,160125.258930505,301025.286622183,1.77233460848801,3.14116996444433,5.88977264015062,1.71978372774021,0.0040427096163208,-1.49436921799972,21438.6263884199,160289.654946061,301683.48001134
1.77099484930492,3.13642275626456,6.00066649994062,1.74002754568663,-0.0007091676401588,-1.49963902576126,19150.9687147608,160474.050794574,302012.079230087,1.76732046182574,3.12342161478793,5.9207678183528,1.68356886004181,0.0020997964144535,-1.49334814230892,20727.909707371,160063.432906751,300456.873189635
1.77069433749172,3.13535843682524,5.99722259125149,1.72159740030425,0.0065098615677406,-1.4974246212987,19215.4524610561,159920.885193981,301220.932691316,1.76683868592784,3.12171894209121,5.79747588728193,1.6871328341157,0.0122133874860663,-1.49441631894469,20852.4738183116,159463.418225542,299443.20549026
1.76915643074871,3.12991447645953,6.02546264250236,1.72037205231108,-0.0104821387419217,-1.4954598975489,18926.7723254436,159693.145997735,300529.775467094,1.77074079321847,3.13552295676798,5.79678710554411,1.65827359163361,0.0114527836515252,-1.49373423744712,21226.1041607771,159865.629443897,301183.794023806
1.76711900091139,3.12270956338208,5.99860015472714,1.72669839372152,0.0070152631581143,-1.49994815189335,18891.9674954495,141086.116227034,300865.287585645,1.76640794642972,3.12019703321005,5.7781899986228,1.67251562786751,-0.002820637065011,-1.49133218842434,20896.0282427213,141038.083894006,300617.175669144
1.76959070686993,3.13145126984042,5.97587035737888,1.70796116603804,0.0007067877688863,-1.50096645924868,19163.0774977118,159335.160108642,300943.355797199,1.76538997802745,3.11660177451977,5.91456878271236,1.69430833903042,0.0142925250810671,-1.49289045346362,20643.3383304738,158933.65359305,299450.305917016
1.77264722250996,3.14227817547229,6.00066649994062,1.71327315718002,0.0028592432937788,-1.49926685468917,19227.8663743169,159262.042076076,301828.302059047,1.76845083276339,3.12741834790154,5.92283416356628,1.68950306063991,0.014718577569653,-1.4934334504019,20733.8711133119,158837.462816449,300020.563618858
1.76907011543449,3.1296090733234,5.94831908786584,1.68445510951991,-0.0047330428435521,-1.49944200069541,18896.9942245722,158801.129880524,300498.568819404,1.76884190704177,3.12880169210716,5.92834441746888,1.74164156622008,0.0163047456438294,-1.4920429849552,20769.6064874338,158759.145626527,300372.59556353
1.77202148081044,3.14006012845363,5.96622741304932,1.72293311568109,-0.0037102640554414,-1.49911383366548,19193.1386878775,160254.085156829,301671.785882486,1.76766189931981,3.12462859030693,5.78438903426324,1.68980751992483,0.0026010284833698,-1.49374041780839,20746.3077563701,159816.758599827,300009.819055032
1.76941654623836,3.13083491410207,5.98551330170845,1.6994462303145,0.0104116184221744,-1.49665230981709,18863.0138663183,159940.709494446,300676.530895273,1.77269096678554,3.14243326372305,5.91456878271236,1.72906269296496,-0.0007406078145372,-1.49148485682773,21354.7610128039,160278.092813251,302034.135802102
1.76885843185849,3.12886015195688,6.01581969817279,1.70764300247704,-0.0058652825816469,-1.49818771916291,18758.0717695248,158465.582561104,300137.906182521,1.7719560312469,3.13982817667228,5.76441436386628,1.65999301022707,0.0169909085445602,-1.48989842013335,21111.8848627569,158786.575752091,301603.515144147
1.76935693245453,3.13062395442491,6.0027328451541,1.69958269680504,0.0075725586088004,-1.49769553058805,18771.8494706266,157987.951643125,300501.173164809,1.77254420388126,3.14191295471304,5.94625274265236,1.74885794569048,-0.0041770291500026,-1.48946788975583,21253.9295654218,158252.870076437,301674.645311539
1.77341546943495,3.14500242723117,6.04543731289931,1.71969013285955,0.007917073980511,-1.49644259709652,19240.8767725627,158648.788233492,302043.20717081,1.76938436242918,3.13072102200891,5.80298614118454,1.68261133813217,0.0118810911298914,-1.4947856325827,20853.8823769655,158285.236212982,300599.929006369
1.77360350458477,3.14566939147538,6.05852416591801,1.73562175653524,0.0087005415200215,-1.4959511371021,19251.7877640716,158254.771016836,301761.415533666,1.7688720135444,3.12890820030061,5.8229608115815,1.68622292529958,0.0126219095752068,-1.49432947897615,20923.8873976712,157842.421442666,300193.566148362
1.77018445106802,3.13355299080299,5.94831908786584,1.69330414538231,0.00621247567554,-1.49805005717903,18789.2391431615,160061.67405515,300958.916626886,1.77167610710484,3.13883622848615,5.78438903426324,1.66316148616334,-0.0046739421330801,-1.48979552630812,21154.6464993863,160184.689475546,301425.106947169
1.77433790624903,3.14827500555221,5.97655913911671,1.70271235996098,0.0103204171081757,-1.49516754609425,19233.4083121795,160433.102277371,302471.056869483,1.77065574616407,3.13522177142385,5.85533355325932,1.70136215638054,0.012127671590525,-1.49542842943353,20978.6703419709,160082.190119466,301169.819355317
1.82301845919914,3.32339630258082,6.17355071613496,1.71363554324374,-0.0089274089290405,-1.49732095011175,17738.7918904377,161450.925859836,320539.759879903,1.83458360143919,3.3656969906696,6.27549041333322,1.76856346819787,0.0035963484555491,-1.49109691434269,20563.8377647304,162434.470195861,324751.146053115
1.80659118372871,3.2637717051263,6.15839751790279,1.71174926226426,0.006171323721178,-1.50073830630567,18109.8393013863,161088.713882287,312957.850429033,1.82180689171073,3.31898035068471,6.61988128224625,1.91162808595244,0.0030048445286272,-1.49328537040599,20291.0712423887,162485.59545633,318616.572435753
1.80924239002428,3.27335802586076,6.185260005678,1.73965238060412,0.0021123719906371,-1.5054353189597,18070.9431078696,159133.373345138,314378.825457894,1.82759558545076,3.34010562395909,6.45181853821669,1.8959920733118,-0.0071797743171299,-1.49156642208041,20059.0881755254,160711.550785,320582.125419843
1.80537475810984,3.25937801722015,6.1349789388167,1.71342713102858,0.0133687564628358,-1.49594994034174,18062.1886919818,155291.234987206,312623.991795453,1.81711493720103,3.30190669499909,6.37398620184234,1.80964429954849,0.0016389138494351,-1.49565377494128,20565.4839530838,156294.402410605,316789.384787306
1.81085529816304,3.27919691088514,6.15701995442713,1.72878032705162,0.0044896554875018,-1.5029749503389,17932.3505792746,155746.385873548,315628.899430278,1.82652582910015,3.33619660437,6.51174254940755,1.90973236760152,-0.0082827312468124,-1.49103727614183,20242.1801370743,157265.571473453,321946.79236243
1.81132740813078,3.28090697944576,6.17561706134844,1.72143013474864,-0.0049975360207111,-1.50011780265268,17785.0077674824,157865.238618593,314626.947338736,1.82473326415488,3.32965148531332,6.21763274735583,1.76297196761851,0.0091171516696087,-1.48810743902822,20574.5910252213,158862.285465437,318764.685699109
1.80458519034011,3.25652770919486,6.18732635089148,1.73257790216543,0.0070417030790673,-1.50387501715684,17911.0927085001,159815.762510469,312033.581908417,1.8217293803907,3.31869793537867,6.86233245396102,1.90144010505665,-0.0107145911652182,-1.48984963962198,20140.8017969924,161296.921579943,317792.498019622
1.80557770117996,3.2601108349983,6.19145904131844,1.71919876027679,-0.0025861990246884,-1.50410350311436,17982.1749838438,154411.065725185,313239.544361487,1.82246972429578,3.32139589597475,6.44630828431408,1.87666870615753,0.0070736446568778,-1.48965499505764,20269.1631616537,155948.56049952,319653.570987747
1.80559151495057,3.26016071886151,6.09296325280931,1.69970262870761,0.0068264570875446,-1.50340571689789,17842.4163477667,162946.40346441,313201.785267003,1.82256787128719,3.32175364544832,6.65638671435103,1.96301422094952,-0.0110153000646894,-1.48911200663745,20230.1099259007,164477.951291034,319186.413991813
1.80251235852782,3.24905080264552,6.21281127519105,1.72571667601723,-0.0019626917529495,-1.50357021857397,19504.2455568735,169614.355168201,338993.273586382,1.81884196331141,3.30818608750251,6.44010924867364,1.81887480737722,0.0084755117290347,-1.48902052295913,22029.043206267,171187.491303872,345762.122080629
1.800007743438,3.24002787643674,6.09020812585801,1.7177794992994,-0.00158697273897,-1.50245631523615,18068.6591076269,160418.031768822,311059.096631718,1.8157035445223,3.29677936159083,6.26998015943061,1.81395939338264,-0.0085647307639039,-1.49255678017919,20226.4228772581,161831.379312854,316708.92647345
1.80956981699891,3.27454292259348,6.17286193439713,1.70649960185536,-0.0023760390411415,-1.50663490660223,18027.3273818852,162256.284595548,314346.425244894,1.82795964851464,3.34143647659776,6.19765807695887,1.73775823454917,0.0035249236297541,-1.4909878208105,20055.2103343414,163909.405414167,320841.6233809
1.79905262061943,3.23659033175763,6.15288726400018,1.75365407902455,-0.0047542176913604,-1.50033532894347,18180.0364921969,160220.088909073,311450.113254638,1.81432861044278,3.29178830667123,6.43046630434408,1.84295419010244,-0.0074792777358588,-1.49345456653663,20299.3738174564,161508.836758938,316478.497813947
1.80527719802294,3.25902576170154,6.10467254235235,1.7215079856378,-0.0063898174618041,-1.49950778450832,17672.6557567534,161859.004684618,312971.688551586,1.81753579560769,3.30343636831527,6.20041320391018,1.77595305475976,0.0105310865574585,-1.4872355617012,20634.5949350938,162874.77699979,317085.630515593
1.81755357750677,3.30350100710767,6.153576045738,1.71576761816654,-0.0043567503932269,-1.50081013807842,17697.2934795154,157230.837671859,317927.59303494,1.83250421418939,3.35807169502189,6.32370513498104,1.78995369798029,0.0102352865714619,-1.48732161855282,20431.3526638048,158569.760891352,323575.221991505
1.80818529850035,3.2695340737128,6.06472320155844,1.68321130737983,0.0070311534419708,-1.50100879376715,17745.8064436557,160774.175067046,314303.410496908,1.82401450255113,3.32702890551684,6.55582458062842,1.929526314509,-0.0144210427368912,-1.4874163698151,20411.4303408199,162143.966917708,319799.172132094
