I1_RMS,I1_Variance,I1_PeakToPeak,I1_CrestFactor,I1_Skewness,I1_Kurtosis,I1_LineIntegral,I1_FFTPeak,I1_FFTEnergy,I2_RMS,I2_Variance,I2_PeakToPeak,I2_CrestFactor,I2_Skewness,I2_Kurtosis,I2_LineIntegral,I2_FFTPeak,I2_FFTEnergy
1.65655552314566,2.74417620126441,5.7306640587128,1.73681371865309,0.0067180667058803,-1.4935226944602,18362.3776816516,140819.877569031,264408.494740211,1.66641205212698,2.77692912747404,5.51989684693803,1.70687518471171,0.0087737307770874,-1.49421548284221,20190.8328360829,141597.693124458,267317.364616054
1.70526618520358,2.90793276239878,5.84637939066758,1.72812286618923,0.0056486163539613,-1.49430341016146,18417.0827936149,131660.840813334,279829.1954284,1.71342131398118,2.93581259920498,5.87393066018062,1.75973261985372,0.0096629194309683,-1.49438916925214,20267.8730734587,132289.071320954,282498.320595431
1.70693270740322,2.91361926760288,5.78989928816585,1.70735703980461,0.0081211961706807,-1.49442581617951,18344.151828087,154321.148064141,279782.362450178,1.7145902145061,2.93981960368009,5.53711639038368,1.64629622692312,0.0080392690039692,-1.49461610230771,20204.4314539328,155029.617833436,282423.393004075
1.70609437941855,2.91075803148358,5.81813933941671,1.72122025857573,0.0082036401465068,-1.49363104908506,18377.5425891733,153916.370378441,279452.430501814,1.71407552791189,2.93805491538641,5.61977019892281,1.68783999019911,0.0080270892605862,-1.49435615608024,20249.5859183194,154620.469838532,282030.806900817
1.70751204024332,2.91559736757591,5.82158324810584,1.71902332451659,0.0089210253197953,-1.49410241644658,18326.6209552958,154072.216476541,279916.60728866,1.71463015283903,2.93995656102481,5.61770385370933,1.66679027148582,0.0068954851291369,-1.4940814469562,20204.7992633808,154726.820522831,282322.202435195
1.70835702738712,2.91848373302296,5.80574126813585,1.70099404468762,0.0080642701847549,-1.49465796955014,18289.2903626691,153502.814268627,280063.30145105,1.71615571720604,2.94519044569899,6.09916228844975,1.79325185376214,0.0072284195674448,-1.49422078105848,20212.7863764126,154202.270104431,282614.34383375
1.70801059699383,2.91730019944321,5.82227202984367,1.72922780778026,0.0076530741576976,-1.49397858970681,18328.7086527432,153628.166386276,280102.440464422,1.71624632119053,2.94550143500003,5.60943847285542,1.67999028584511,0.0080722520034873,-1.49456602917485,20206.4213443733,154326.260231627,282684.049924874
1.70873340916032,2.91976986358066,5.8388027915515,1.70858361160451,0.0091470158002261,-1.49437489860553,18358.7106076794,153803.528461675,280327.454781178,1.71667905472939,2.94698697694659,5.78025634383628,1.68965461745219,0.0079948412901179,-1.49424091310913,20209.3149164539,154499.204693784,282922.584258234
1.70833124810198,2.91839565324166,5.82364959331932,1.72156842001784,0.0088140246029927,-1.49423669828965,18369.1594266422,153894.172581463,280149.110027927,1.71620003764456,2.9453425692112,5.80298614118454,1.79153757299227,0.007369396458619,-1.49403307998797,20220.1680502969,154601.1879906,282733.963031861
1.70910969795739,2.921055959652,5.78645537947672,1.70786073473755,0.0090816005715776,-1.49397394227276,18379.6337305293,154129.090875653,280269.043345497,1.71733483639203,2.94923894028565,5.80367492292237,1.76255979247188,0.0071789111244832,-1.49420888936912,20271.4395852972,154890.748792336,283077.398174079
1.70963581857576,2.9228546321572,5.83260375591106,1.70893524177847,0.0090620524362047,-1.49380069727553,18330.6255323195,154131.861879567,280627.965421335,1.71848125322789,2.9531778176957,5.64525512322237,1.65641055284113,0.0081707028141358,-1.49462348673125,20216.4417410952,154885.49092039,283371.986714017
1.66890947873782,2.78525884822095,5.71482207874281,1.7151373512967,0.0081573190811226,-1.49428002599236,18287.8680283805,149676.452017554,267563.050600566,1.67794233573998,2.81549048206853,5.53918273559716,1.69551434910193,0.0071809791255797,-1.49391565222646,20147.7729569609,150432.885444856,270280.821130295
1.71022495747499,2.92486940517033,5.82158324810584,1.7026745191129,0.0077854960514679,-1.49426782551244,18334.1272986746,153993.834846612,280893.722766623,1.71858101587495,2.95352070812577,5.65558684928976,1.69574801821386,0.0076344437572276,-1.49478547937113,20234.5195065862,154725.22345746,283599.808585795
1.6777690373066,2.81490894254473,5.71413329700498,1.72615218203006,0.0093015927068975,-1.49406239667887,18244.6139128085,151222.800058077,270147.577979224,1.68604691937214,2.84275421432428,5.59359649288542,1.72071482777124,0.0070157919395206,-1.49372848651015,20157.3669977871,152000.835751454,272969.834404115
1.68279421183742,2.83179635939352,5.81813933941671,1.73961607907256,0.0089319951105789,-1.49411624131193,18282.6877009303,151469.357116127,271994.012226502,1.69167789646828,2.86177410539936,5.53436126343238,1.69155034696345,0.0067922578415413,-1.49374615082215,20145.2575260544,152236.82430054,274774.358900247
1.68727997208336,2.84691370419363,5.72446502307237,1.71189129341141,0.0089287275991163,-1.49491675490747,18339.6148227799,152052.401796955,273074.426740747,1.69502565817243,2.87311198186289,5.55020324340238,1.6603672459376,0.0066167759841523,-1.49380136356586,20210.5423255107,152791.816597704,275754.73676803
1.68966473590546,2.85496691976245,5.75890410996367,1.70476212278928,0.0093293921219139,-1.49373370452525,18411.1441174714,145508.269907018,275777.336805944,1.69820854402396,2.88391225899597,5.54607055297542,1.66533264377881,0.0086964271861752,-1.49382365932608,20281.1534741457,146212.166169141,278450.239398927
1.70164410949868,2.89559267539156,5.84086913676497,1.72160732836826,0.0082404160351886,-1.4941402275372,18406.6036682556,153543.61320089,278005.727636383,1.71031522908345,2.92517818283478,5.7940319785928,1.80086871061173,0.0073990239768858,-1.49446867348903,20217.2317737485,154297.141290541,280773.837559725
1.70352492406053,2.90199716689544,5.82158324810584,1.70883512617065,0.0096939280173483,-1.49424812705196,18442.7192498968,144521.027816874,279510.493714406,1.71115549191295,2.92805311750385,5.54469298949977,1.66308755125189,0.005007295498105,-1.49348331698499,20306.2795431599,145235.229379702,282278.728865883
1.70379332401674,2.90291169096403,5.83604766460019,1.71461284736401,0.0080511965319752,-1.49429672145053,18394.9660120133,153256.694017353,278653.650976826,1.71236451362775,2.93219222753161,5.62803557977672,1.68171065153141,0.0067342526623032,-1.49411823466412,20210.725541453,154042.037257022,281549.631001304
1.76316439485447,3.10874868328254,6.00411040862975,1.70835438657749,0.0023065161620366,-1.49450501485242,17088.4517501815,152998.432790471,298607.165752127,1.77557827512229,3.15267821108626,6.23760741775278,1.8447880598453,-0.0007000149283859,-1.4925182956685,19701.4602991748,154086.480046312,303009.068317408
1.74399542728735,3.0415200503992,5.95865081393323,1.71087196142566,0.0024879015414277,-1.49477607244691,17164.4925652557,155308.716621047,291673.728056146,1.7568543191592,3.08653709874835,7.05863524924144,2.02187490437834,-0.0013656808058225,-1.49296307502581,19719.7880924366,156438.871890712,295993.288116546
1.7594838612333,3.09578345794044,6.00962066253236,1.7352687205185,0.0008658413187595,-1.49463235541742,17135.7593462806,158219.716395615,297232.36843757,1.77260605997342,3.14213224385451,6.54893676325016,1.92623485839691,-0.0012175464684538,-1.49326853232616,19728.1016880122,159346.067155555,301551.414955794
1.74294508433496,3.03785756700741,5.99377868256236,1.72129212328215,0.0014249183315973,-1.49456164726084,17160.1828579221,157103.808114897,291461.871286604,1.75572172876031,3.08255878884111,6.33679198799974,1.89584390775381,-0.0007900733669856,-1.49257609496742,19815.7849808009,158254.285574059,295891.07055635
1.74767638791351,3.05437275687042,5.99377868256236,1.72141880227216,0.0014846445735068,-1.49430497272492,17196.9452056151,157698.566569312,293497.827358332,1.76065938640739,3.09992147494443,6.42908874086843,1.86142570376939,-0.0003638172574822,-1.49280279953524,19783.6829303461,158834.778575232,297837.702863662
1.74587214061616,3.04806953137964,6.01444213469714,1.73376300978498,0.0013700158915588,-1.49431776602167,17164.3307015473,156232.670697093,292678.228014774,1.75904871710433,3.0942523891464,6.0399270589967,1.76672171519334,-0.0002634591935642,-1.49261090113423,19800.2901468268,157394.425281489,297123.091096155
